"id","location_id","title","level","exp","gold","raw_response"
"365","15","🔮🧙‍♀️ Приспешница душеворота","23","105","9","📋 Страница монстра

🔮🧙‍♀️ Приспешница душеворота
🔸 Уровень: 23
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 105
💰 Золото: 9"
"366","15","👻 Душеворот","23","150","30","📋 Страница монстра

👻 Душеворот
🔸 Уровень: 23
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 150
💰 Золото: 30"
"367","15","🧸 Кукла Вуду","23","120","11","📋 Страница монстра

🧸 Кукла Вуду
🔸 Уровень: 23
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 120
💰 Золото: 11"
"368","15","🗡🌑 Безликая душа","27","120","16","📋 Страница монстра

🗡🌑 Безликая душа
🔸 Уровень: 27
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 120
💰 Золото: 16"
"369","15","🔮 Заблудшая душа","27","130","16","📋 Страница монстра

🔮 Заблудшая душа
🔸 Уровень: 27
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 130
💰 Золото: 16"
"370","15","🛡 Страж подземелья","27","244","14","📋 Страница монстра

🛡 Страж подземелья
🔸 Уровень: 27
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 244
💰 Золото: 14"
"371","15","🎃💣Тыквобум","27","0","40","📋 Страница монстра

🎃💣Тыквобум
🔸 Уровень: 27
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 0
💰 Золото: 40"
"372","15","🧟 Пугало","27","254","14","📋 Страница монстра

🧟 Пугало
🔸 Уровень: 27
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 254
💰 Золото: 14"
"373","15","🔮🧙‍♀️ Приспешница душеворота","27","200","20","📋 Страница монстра

🔮🧙‍♀️ Приспешница душеворота
🔸 Уровень: 27
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 200
💰 Золото: 20"
"374","15","👻 Душеворот","27","800","44","📋 Страница монстра

👻 Душеворот
🔸 Уровень: 27
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 800
💰 Золото: 44"
"375","15","🧸 Кукла Вуду","27","140","19","📋 Страница монстра

🧸 Кукла Вуду
🔸 Уровень: 27
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 140
💰 Золото: 19"
"376","15","🗡🌑 Безликая душа","33","320","21","📋 Страница монстра

🗡🌑 Безликая душа
🔸 Уровень: 33
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 320
💰 Золото: 21"
"377","15","🔮 Заблудшая душа","33","420","31","📋 Страница монстра

🔮 Заблудшая душа
🔸 Уровень: 33
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 420
💰 Золото: 31"
"378","15","🛡 Страж подземелья","33","400","29","📋 Страница монстра

🛡 Страж подземелья
🔸 Уровень: 33
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 400
💰 Золото: 29"
"379","15","🧟 Пугало","33","400","29","📋 Страница монстра

🧟 Пугало
🔸 Уровень: 33
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 400
💰 Золото: 29"
"380","15","🎃💣Тыквобум","33","0","40","📋 Страница монстра

🎃💣Тыквобум
🔸 Уровень: 33
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 0
💰 Золото: 40"
"381","15","🦇 Оберег","33","320","21","📋 Страница монстра

🦇 Оберег
🔸 Уровень: 33
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 320
💰 Золото: 21"
"382","15","🔮🧙‍♀️ Приспешница душеворота","33","340","23","📋 Страница монстра

🔮🧙‍♀️ Приспешница душеворота
🔸 Уровень: 33
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 340
💰 Золото: 23"
"383","15","👻 Душеворот","33","360","25","📋 Страница монстра

👻 Душеворот
🔸 Уровень: 33
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 360
💰 Золото: 25"
"384","15","🧛 Подмастерье душеворота","33","420","31","📋 Страница монстра

🧛 Подмастерье душеворота
🔸 Уровень: 33
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 420
💰 Золото: 31"
"385","15","🧸 Кукла Вуду","33","420","31","📋 Страница монстра

🧸 Кукла Вуду
🔸 Уровень: 33
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 420
💰 Золото: 31"
"386","15","🤡 Проказник скоморох","1","10","2","📋 Страница монстра

🤡 Проказник скоморох
🔸 Уровень: 1
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 10
💰 Золото: 2"
"387","15","🧑‍🎨 Нищий","30","500","26","📋 Страница монстра

🧑‍🎨 Нищий
🔸 Уровень: 30
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 500
💰 Золото: 26

Дроп ресурсов:
📜 Пыльный фрагмент перчатки
🈴 Вольфрам
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии
❇️ Кожа
❇️ Олово
✴️ Дуб
✴️ Кость
⏺ Кованая сталь
⏺ Хитин
⚛️ Амарант
⚛️ Кровь"
"388","15","💰👳🏽 Скупщик краденного","30","500","26","📋 Страница монстра

💰👳🏽 Скупщик краденного
🔸 Уровень: 30
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 500
💰 Золото: 26

Дроп ресурсов:
🈴 Вольфрам
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии
❇️ Сосна
❇️ Олово
✴️ Кость
✴️ Медь
⏺ Кованая сталь
⏺ Бук
⚛️ Амарант
📜 Пыльный фрагмент сапог
⚛️ Титан"
"389","15","🕷 Ядовитый паук","30","500","26","📋 Страница монстра

🕷 Ядовитый паук
🔸 Уровень: 30
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 500
💰 Золото: 26

Дроп ресурсов:
🈴 Вольфрам
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии
❇️ Сосна
❇️ Олово
✴️ Кость
✴️ Медь
⏺ Хитин
⏺ Бук
⚛️ Кровь
📜 Пыльный фрагмент шлема
📜 Пыльный фрагмент перчатки
⚛️ Титан"
"390","15","🦠😷 Прокаженный","31","500","26","📋 Страница монстра

🦠😷 Прокаженный
🔸 Уровень: 31
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 500
💰 Золото: 26

Дроп ресурсов:
🈴 Вольфрам
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии
❇️ Сосна
❇️ Кожа
✴️ Дуб
✴️ Медь
⏺ Хитин
⏺ Бук
📜 Пыльный фрагмент шлема
📜 Пыльный фрагмент перчатки
⚛️ Кровь
⚛️ Титан"
"391","15","🦇 Бешеный крылан","32","500","26","📋 Страница монстра

🦇 Бешеный крылан
🔸 Уровень: 32
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 500
💰 Золото: 26

Дроп ресурсов:
📜  Пыльный фрагмент оружия
📜 Пыльный фрагмент щита
🈴 Вольфрам
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии
❇️ Сосна
❇️ Олово
✴️ Дуб
⏺ Кованая сталь
⏺ Бук
⚛️ Кровь"
"392","15","💰👳🏽 Карманник","30","500","26","📋 Страница монстра

💰👳🏽 Карманник
🔸 Уровень: 30
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 500
💰 Золото: 26

Дроп ресурсов:
🈴 Вольфрам
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии
❇️ Сосна
❇️ Кожа
✴️ Медь
✴️ Дуб
⏺ Кованая сталь
⏺ Хитин
⚛️ Кровь
⚛️ Титан
📜 Пыльный фрагмент сапог"
"393","15","🏇 Конокрад","30","500","26","📋 Страница монстра

🏇 Конокрад
🔸 Уровень: 30
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 500
💰 Золото: 26

Дроп ресурсов:
🈴 Вольфрам
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии
❇️ Олово
❇️ Сосна
✴️ Кость
✴️ Медь
⚛️ Титан
⚛️ Амарант
⏺ Кованая сталь
📜 Пыльный фрагмент шлема
📜 Пыльный фрагмент перчатки
⏺ Бук"
"394","15","🗡👳‍♂️ Налетчик","30","500","26","📋 Страница монстра

🗡👳‍♂️ Налетчик
🔸 Уровень: 30
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 500
💰 Золото: 26

Дроп ресурсов:
🈴 Вольфрам
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии
❇️ Олово
❇️ Кожа
✴️ Кость
✴️ Дуб
⏺ Хитин
⏺ Бук
⚛️ Кровь
📜 Пыльный фрагмент сапог
⚛️ Амарант"
"395","15","🐀 Жирная крыса","30","300","19","📋 Страница монстра

🐀 Жирная крыса
🔸 Уровень: 30
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 300
💰 Золото: 19

Дроп ресурсов:
🈴 Вольфрам
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии
❇️ Сосна
❇️ Олово
✴️ Медь
⏺ Хитин
⚛️ Кровь
⚛️ Титан
📜 Пыльный фрагмент доспеха
📜 Пыльный фрагмент перчатки"
"396","15","🥷🏻 Наёмный убийца","31","750","39","📋 Страница монстра

🥷🏻 Наёмный убийца
🔸 Уровень: 31
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 750
💰 Золото: 39

Дроп ресурсов:
📜  Пыльный фрагмент оружия
📜 Пыльный фрагмент щита
📜 Пыльный фрагмент шлема
📜 Пыльный фрагмент сапог
🈴 Вольфрам
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии"
"397","15","💂‍♂️ Падший гладиатор","31","750","39","📋 Страница монстра

💂‍♂️ Падший гладиатор
🔸 Уровень: 31
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 750
💰 Золото: 39

Дроп ресурсов:
📜 Пыльный фрагмент доспеха
📜 Пыльный фрагмент щита
📜 Пыльный фрагмент перчатки
📜 Пыльный фрагмент сапог
🈴 Вольфрам
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии"
"398","15","👨‍🎨 Смотрящий за трущобами","31","750","39","📋 Страница монстра

👨‍🎨 Смотрящий за трущобами
🔸 Уровень: 31
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 750
💰 Золото: 39

Дроп ресурсов:
📜  Пыльный фрагмент оружия
📜 Пыльный фрагмент доспеха
📜 Пыльный фрагмент шлема
📜 Пыльный фрагмент перчатки
🈴 Вольфрам
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии"
"399","15","🦇 Гигантский нетопырь","32","1250","65","📋 Страница монстра

🦇 Гигантский нетопырь
🔸 Уровень: 32
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 1250
💰 Золото: 65

Дроп экипировки:
💍 Кольцо Ареса 🛡 [IV]
💍 Кольцо Аида🏹 [IV]
💍 Кольцо Гелиоса 🗡 [IV]
💍 Кольцо Далмации ⚔️ [IV]
💍 Кольцо Торквемады 🌟 [IV]
💍 Кольцо Баала 💓 [IV]

Дроп ресурсов:
📦 Сундук с подвала
🈴 Вольфрам
📜 Пыльный фрагмент доспеха
📜 Пыльный фрагмент шлема
📜 Пыльный фрагмент сапог
📜 Пыльный фрагмент перчатки
📜 Пыльный фрагмент щита
📜  Пыльный фрагмент оружия
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии
🌡🎆 Зелье очищения камня [III+]
🌡🎆 Зелье очищения камня [IV]
🔖 Личный свиток Кселеса
🪦 Метка приключения
🪱 Часть щупальца"
"400","15","🤴🏼 Мессер Фрей","32","1250","65","📋 Страница монстра

🤴🏼 Мессер Фрей
🔸 Уровень: 32
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 1250
💰 Золото: 65

Дроп экипировки:
💍 Кольцо Баала 💓 [IV]
💍 Кольцо Ареса 🛡 [IV]
💍 Кольцо Аида🏹 [IV]
💍 Кольцо Гелиоса 🗡 [IV]
💍 Кольцо Далмации ⚔️ [IV]
💍 Кольцо Торквемады 🌟 [IV]

Дроп ресурсов:
📦 Сундук с подвала
📜 Пыльный фрагмент шлема
📜 Пыльный фрагмент сапог
📜 Пыльный фрагмент доспеха
📜 Пыльный фрагмент перчатки
📜 Пыльный фрагмент щита
📜  Пыльный фрагмент оружия
🈴 Вольфрам
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии
🌡🎆 Зелье очищения камня [III+]
🌡🎆 Зелье очищения камня [IV]
🔖 Личный свиток Кселеса
🪦 Метка приключения
🪱 Часть щупальца"
"401","15","🐀🪈🧙🏻 Миледонский крысолов","32","1250","65","📋 Страница монстра

🐀🪈🧙🏻 Миледонский крысолов
🔸 Уровень: 32
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 1250
💰 Золото: 65

Дроп экипировки:
💍 Кольцо Ареса 🛡 [IV]
💍 Кольцо Аида🏹 [IV]
💍 Кольцо Гелиоса 🗡 [IV]
💍 Кольцо Далмации ⚔️ [IV]
💍 Кольцо Торквемады 🌟 [IV]
💍 Кольцо Баала 💓 [IV]

Дроп ресурсов:
📦 Сундук с подвала
📜 Пыльный фрагмент шлема
📜 Пыльный фрагмент сапог
📜 Пыльный фрагмент доспеха
📜 Пыльный фрагмент перчатки
📜 Пыльный фрагмент щита
📜  Пыльный фрагмент оружия
🈴 Вольфрам
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии
🌡🎆 Зелье очищения камня [III+]
🌡🎆 Зелье очищения камня [IV]
🔖 Личный свиток Кселеса
🪦 Метка приключения
🪱 Часть щупальца"
"402","15","👩‍🚒 Телохранитель","31","500","26","📋 Страница монстра

👩‍🚒 Телохранитель
🔸 Уровень: 31
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 500
💰 Золото: 26

Дроп ресурсов:
🈴 Вольфрам
📜 Пыльный фрагмент сапог
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии"
"403","15","🐀 Бешеная крыса","31","500","26","📋 Страница монстра

🐀 Бешеная крыса
🔸 Уровень: 31
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 500
💰 Золото: 26

Дроп ресурсов:
🈴 Вольфрам
📜 Пыльный фрагмент перчатки
🎇 Осколок хаоса
🅾 Осколок гармонии
🈴 Биоток"
"404","15","🦠🐀 Зараженная крыса","31","500","26","📋 Страница монстра

🦠🐀 Зараженная крыса
🔸 Уровень: 31
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 500
💰 Золото: 26

Дроп ресурсов:
🈴 Вольфрам
📜 Пыльный фрагмент шлема
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии"
"405","15","🐀 Вонючая крыса","30","300","19","📋 Страница монстра

🐀 Вонючая крыса
🔸 Уровень: 30
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 300
💰 Золото: 19

Дроп ресурсов:
🈴 Вольфрам
❇️ Кожа
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии
✴️ Кость
⏺ Бук
📜 Пыльный фрагмент сапог"
"406","15","🐀 Грязная крыса","30","300","19","📋 Страница монстра

🐀 Грязная крыса
🔸 Уровень: 30
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 300
💰 Золото: 19

Дроп ресурсов:
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии
❇️ Сосна
❇️ Олово
✴️ Кость
✴️ Медь
⏺ Хитин
⚛️ Кровь
📜 Пыльный фрагмент перчатки
🈴 Вольфрам"
"407","15","🐁 Крыса альбинос","30","300","19","📋 Страница монстра

🐁 Крыса альбинос
🔸 Уровень: 30
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 300
💰 Золото: 19

Дроп ресурсов:
🈴 Вольфрам
❇️ Кожа
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии
✴️ Медь
⏺ Кованая сталь
⏺ Хитин
⏺ Бук
⚛️ Титан
📜 Пыльный фрагмент сапог
✴️ Дуб
⚛️ Амарант"
"408","15","☢️🐀 Мутировавшая крыса","30","300","19","📋 Страница монстра

☢️🐀 Мутировавшая крыса
🔸 Уровень: 30
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 300
💰 Золото: 19

Дроп ресурсов:
🈴 Вольфрам
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии
⚛️ Амарант
📜  Пыльный фрагмент оружия
📜 Пыльный фрагмент щита
📜 Пыльный фрагмент сапог
❇️ Кожа
✴️ Кость
✴️ Дуб
⏺ Кованая сталь
⏺ Хитин
⏺ Бук"
"409","15","🦇 Зараженный крылан","32","500","26","📋 Страница монстра

🦇 Зараженный крылан
🔸 Уровень: 32
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 500
💰 Золото: 26

Дроп ресурсов:
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии
❇️ Кожа
✴️ Кость
⏺ Хитин
⚛️ Амарант
⚛️ Титан
📜 Пыльный фрагмент доспеха
🈴 Вольфрам"
"410","15","⛓👻 Неспокойная душа","32","2000","104","📋 Страница монстра

⛓👻 Неспокойная душа
🔸 Уровень: 32
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 2000
💰 Золото: 104

Дроп ресурсов:
🈴 Вольфрам
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии
❇️ Кожа
❇️ Олово
✴️ Кость
⏺ Кованая сталь
⏺ Хитин
⚛️ Кровь
⚛️ Амарант
✴️ Дуб
🧳🎩 Сундук с фрагментами шлема [IV]"
"411","15","💦👻 Утопленник","32","2000","104","📋 Страница монстра

💦👻 Утопленник
🔸 Уровень: 32
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 2000
💰 Золото: 104

Дроп ресурсов:
🈴 Вольфрам
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии
🧳🧤 Сундук с фрагментами перчаток [IV]
❇️ Сосна
❇️ Олово
✴️ Кость
✴️ Медь
⏺ Кованая сталь
⏺ Бук
⚛️ Титан
⚛️ Амарант"
"412","15","⛵️👻 Призрак корабля","32","2000","104","📋 Страница монстра

⛵️👻 Призрак корабля
🔸 Уровень: 32
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 2000
💰 Золото: 104

Дроп ресурсов:
🈴 Вольфрам
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии
🧳🧤 Сундук с фрагментами перчаток [IV]
❇️ Сосна
❇️ Кожа
✴️ Дуб
✴️ Медь
⏺ Хитин
⏺ Бук
⚛️ Кровь
⚛️ Титан"
"413","15","👻 Повешенный матрос","32","2000","104","📋 Страница монстра

👻 Повешенный матрос
🔸 Уровень: 32
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 2000
💰 Золото: 104

Дроп ресурсов:
🈴 Вольфрам
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии
🧳🥾 Сундук с фрагментами ботинок [IV]
❇️ Сосна
❇️ Кожа
✴️ Дуб
✴️ Медь
⏺ Кованая сталь
⏺ Хитин
⚛️ Кровь
⚛️ Титан"
"414","15","☠️👻 Павший моряк","32","2000","104","📋 Страница монстра

☠️👻 Павший моряк
🔸 Уровень: 32
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 2000
💰 Золото: 104

Дроп ресурсов:
🈴 Вольфрам
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии
🧳🥾 Сундук с фрагментами ботинок [IV]
❇️ Сосна
❇️ Олово
✴️ Кость
✴️ Медь
⏺ Кованая сталь
⏺ Бук
⚛️ Амарант
⚛️ Титан"
"415","15","🦑 Древний кальмар","32","2000","104","📋 Страница монстра

🦑 Древний кальмар
🔸 Уровень: 32
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 2000
💰 Золото: 104

Дроп ресурсов:
🈴 Вольфрам
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии
❇️ Кожа
❇️ Олово
✴️ Кость
✴️ Дуб
⏺ Хитин
⏺ Бук
⚛️ Амарант
⚛️ Кровь
🧳🎩 Сундук с фрагментами шлема [IV]"
"416","15","🐡 Морской дьявол","32","2000","104","📋 Страница монстра

🐡 Морской дьявол
🔸 Уровень: 32
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 2000
💰 Золото: 104

Дроп ресурсов:
🈴 Вольфрам
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии
🧳🧤 Сундук с фрагментами перчаток [IV]
❇️ Сосна
❇️ Олово
✴️ Кость
✴️ Медь
⏺ Хитин
⏺ Бук
⚛️ Кровь
⚛️ Титан"
"417","15","🪼 Медуза","32","2000","104","📋 Страница монстра

🪼 Медуза
🔸 Уровень: 32
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 2000
💰 Золото: 104

Дроп ресурсов:
🈴 Вольфрам
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии
🧳🧤 Сундук с фрагментами перчаток [IV]
❇️ Кожа
✴️ Дуб
✴️ Медь
⏺ Кованая сталь
⏺ Хитин
⏺ Бук
⚛️ Амарант
⚛️ Титан"
"418","15","🧜🏻‍♀️ Сирена","32","2000","104","📋 Страница монстра

🧜🏻‍♀️ Сирена
🔸 Уровень: 32
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 2000
💰 Золото: 104

Дроп ресурсов:
🈴 Вольфрам
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии
🧳🥾 Сундук с фрагментами ботинок [IV]
❇️ Сосна
❇️ Олово
✴️ Кость
✴️ Медь
⏺ Кованая сталь
⏺ Хитин
⚛️ Амарант
⚛️ Кровь"
"419","15","🧜🏼 Русалка","32","2000","104","📋 Страница монстра

🧜🏼 Русалка
🔸 Уровень: 32
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 2000
💰 Золото: 104

Дроп ресурсов:
🈴 Вольфрам
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии
🧳🥾 Сундук с фрагментами ботинок [IV]
❇️ Кожа
✴️ Кость
✴️ Дуб
⏺ Кованая сталь
⏺ Бук
⚛️ Кровь
⚛️ Титан"
"420","15","👳🏼‍♀️ Пороховая обезьяна","33","2000","104","📋 Страница монстра

👳🏼‍♀️ Пороховая обезьяна
🔸 Уровень: 33
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 2000
💰 Золото: 104

Дроп ресурсов:
🈴 Вольфрам
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии
🧳🛡 Сундук с фрагментами щита [IV]
🧳🎩 Сундук с фрагментами шлема [IV]
🧳🥾 Сундук с фрагментами ботинок [IV]
❇️ Сосна
❇️ Олово
✴️ Кость
✴️ Дуб
✴️ Медь
⏺ Хитин
⏺ Бук
⚛️ Амарант
⚛️ Титан"
"421","15","👳🏽 Юнга","33","2000","104","📋 Страница монстра

👳🏽 Юнга
🔸 Уровень: 33
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 2000
💰 Золото: 104

Дроп ресурсов:
🈴 Вольфрам
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии
🧳🛡 Сундук с фрагментами щита [IV]
🧳🧤 Сундук с фрагментами перчаток [IV]
❇️ Кожа
✴️ Кость
✴️ Дуб
✴️ Медь
⏺ Кованая сталь
⏺ Хитин
⏺ Бук
⚛️ Амарант
⚛️ Кровь"
"422","15","⛵️🧔🏻‍♂️ Матрос","33","2000","104","📋 Страница монстра

⛵️🧔🏻‍♂️ Матрос
🔸 Уровень: 33
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 2000
💰 Золото: 104

Дроп ресурсов:
🈴 Вольфрам
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии
🧳🎽 Сундук с фрагментами доспеха [IV]
🧳🧤 Сундук с фрагментами перчаток [IV]
❇️ Кожа
✴️ Кость
✴️ Медь
⏺ Хитин
⚛️ Амарант
⚛️ Титан"
"423","15","🗡🧔🏻‍♂️ Канонир","33","2000","104","📋 Страница монстра

🗡🧔🏻‍♂️ Канонир
🔸 Уровень: 33
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 2000
💰 Золото: 104

Дроп ресурсов:
🈴 Вольфрам
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии
🧳🎽 Сундук с фрагментами доспеха [IV]
🧳🥾 Сундук с фрагментами ботинок [IV]
❇️ Сосна
❇️ Олово
✴️ Дуб
⏺ Кованая сталь
⏺ Бук
⚛️ Кровь
⚛️ Титан"
"424","15","🪓🧔🏽 Абордажник","33","2000","104","📋 Страница монстра

🪓🧔🏽 Абордажник
🔸 Уровень: 33
🗺 Зона охоты: Тайная локация (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 2000
💰 Золото: 104

Дроп ресурсов:
🈴 Вольфрам
🈴 Биоток
🎇 Осколок хаоса
🅾 Осколок гармонии
🧳🔪 Сундук с фрагментами оружия [IV]
🧳🥾 Сундук с фрагментами ботинок [IV]
❇️ Сосна
❇️ Олово
✴️ Дуб
⏺ Кованая сталь
⏺ Бук
⚛️ Кровь"
