"id","title","normalized_title","type","subtype","grade","rarity","durability_max","is_personal","is_event","price","extra","description","raw_response"
"769","🎩 Латный шлем Марса🛡 [IV]","латный шлем марса","шлем",NULL,"IV","эпическая","45","0","0","1","🧥 Часть комплекта: Марса 🛡
Бонусы предмета:
· ❤️ Здоровье: 376 [🔻️145]
· 🔰 Защита: 70 [🔻️2]
· 👁 Предвидение: 261 [➕️5]
· 🎯 Точность: 184 [🔻️46]
· 🥊 Крит: [🔻️616]","Шлем стражников храма близнецов, богов воины.","📋 Страница экипировки

🎩 Латный шлем Марса🛡 [IV] :

Шлем стражников храма близнецов, богов воины.

❇️ Тип предмета: 🎩 Шлем
☢️ Грейд: [IV]
💎 Редкость: Эпическая
🧥 Часть комплекта: Марса 🛡

Бонусы предмета:
· ❤️ Здоровье: 376 [🔻️145]
· 🔰 Защита: 70 [🔻️2]
· 👁 Предвидение: 261 [➕️5]
· 🎯 Точность: 184 [🔻️46]
· 🥊 Крит: [🔻️616]

⚙️ Максимальная прочность: 45


💰 Цена продажи:1"
"770","🎽 Латы Марса🛡 [IV]","латы марса","доспех",NULL,"IV","эпическая","45","0","0","1","🧥 Часть комплекта: Марса 🛡
Бонусы предмета:
· ❤️ Здоровье: 1510 [🔻️228]
· 🔰 Защита: 280 [🔻️20]
· 👁 Предвидение: 363
· 🎯 Точность: 400 [🔻️62]
· 🥊 Крит: [🔻️1061]","Латы стражников храма близнецов, богов воины.","📋 Страница экипировки

🎽 Латы Марса🛡 [IV] :

Латы стражников храма близнецов, богов воины.

❇️ Тип предмета: 🎽 Доспех
☢️ Грейд: [IV]
💎 Редкость: Эпическая
🧥 Часть комплекта: Марса 🛡

Бонусы предмета:
· ❤️ Здоровье: 1510 [🔻️228]
· 🔰 Защита: 280 [🔻️20]
· 👁 Предвидение: 363 
· 🎯 Точность: 400 [🔻️62]
· 🥊 Крит: [🔻️1061]

⚙️ Максимальная прочность: 45


💰 Цена продажи:1"
"771","🧤 Латные рукавицы Марса🛡 [IV]","латные рукавицы марса","перчатки",NULL,"IV","эпическая","45","0","0","1","🧥 Часть комплекта: Марса 🛡
Бонусы предмета:
· ❤️ Здоровье: 497 [🔻️138]
· 🔰 Защита: 92
· 👁 Предвидение: 316 [➕️28]
· 🎯 Точность: 248 [🔻️29]
· 🥊 Крит: [🔻️601]","Рукавицы стражников храма близнецов, богов воины.","📋 Страница экипировки

🧤 Латные рукавицы Марса🛡 [IV] :

Рукавицы стражников храма близнецов, богов воины.

❇️ Тип предмета: 🧤 Перчатки
☢️ Грейд: [IV]
💎 Редкость: Эпическая
🧥 Часть комплекта: Марса 🛡

Бонусы предмета:
· ❤️ Здоровье: 497 [🔻️138]
· 🔰 Защита: 92 
· 👁 Предвидение: 316 [➕️28]
· 🎯 Точность: 248 [🔻️29]
· 🥊 Крит: [🔻️601]

⚙️ Максимальная прочность: 45


💰 Цена продажи:1"
"772","🥾 Латные сапоги Марса🛡 [IV]","латные сапоги марса","сапоги",NULL,"IV","эпическая","45","0","0","1","🧥 Часть комплекта: Марса 🛡
Бонусы предмета:
· ❤️ Здоровье: 497 [🔻️138]
· 🔰 Защита: 92
· 👁 Предвидение: 316 [➕️28]
· 🎯 Точность: 248 [🔻️29]
· 🥊 Крит: [🔻️601]","Сапоги стражников храма близнецов, богов воины.","📋 Страница экипировки

🥾 Латные сапоги Марса🛡 [IV] :

Сапоги стражников храма близнецов, богов воины.

❇️ Тип предмета: 🥾 Сапоги
☢️ Грейд: [IV]
💎 Редкость: Эпическая
🧥 Часть комплекта: Марса 🛡

Бонусы предмета:
· ❤️ Здоровье: 497 [🔻️138]
· 🔰 Защита: 92 
· 👁 Предвидение: 316 [➕️28]
· 🎯 Точность: 248 [🔻️29]
· 🥊 Крит: [🔻️601]

⚙️ Максимальная прочность: 45


💰 Цена продажи:1"
"773","🛡 Щит Марса 🛡 [IV]","щит марса","щит",NULL,"IV","эпическая","45","0","0","1","Бонусы предмета:
· 🗡 Атака: 22
· ❤️ Здоровье: 324
· 🔰 Защита: 68
· 👁 Предвидение: 20
· 🎯 Точность: 140","Щит стражников храма близнецов, богов воины.","📋 Страница экипировки

🛡 Щит Марса 🛡 [IV] :

Щит стражников храма близнецов, богов воины.

❇️ Тип предмета: 🛡 Щит
☢️ Грейд: [IV]
💎 Редкость: Эпическая

Бонусы предмета:
· 🗡 Атака: 22 
· ❤️ Здоровье: 324 
· 🔰 Защита: 68 
· 👁 Предвидение: 20 
· 🎯 Точность: 140 

⚙️ Максимальная прочность: 45


💰 Цена продажи:1"
"774","💍 Кольцо Ареса 🛡 [IV]","кольцо ареса","кольцо",NULL,"IV","эпическая","45","0","0","1","Бонусы предмета:
· 🗡 Атака: 42 [➕️42]
· ❤️ Здоровье: 50 [➕️50]
· 🥊 Крит: 280 [🔻️1]
· 👁 Предвидение: 151 [➕️21]
· 🎯 Точность: 130 [🔻️9]
Дроп c монстров:
🐀🪈🧙🏻 Миледонский крысолов🔸32(Тайная локация)
🤴🏼 Мессер Фрей🔸32(Тайная локация)
🦇 Гигантский нетопырь🔸32(Тайная локация)","Кольцо стражников храма близнецов, богов воины.","📋 Страница экипировки

💍 Кольцо Ареса 🛡 [IV] :

Кольцо стражников храма близнецов, богов воины.

❇️ Тип предмета: 💍 Кольцо
☢️ Грейд: [IV]
💎 Редкость: Эпическая

Бонусы предмета:
· 🗡 Атака: 42 [➕️42]
· ❤️ Здоровье: 50 [➕️50]
· 🥊 Крит: 280 [🔻️1]
· 👁 Предвидение: 151 [➕️21]
· 🎯 Точность: 130 [🔻️9]

⚙️ Максимальная прочность: 45


💰 Цена продажи:1

Дроп c монстров:
🐀🪈🧙🏻 Миледонский крысолов🔸32(Тайная локация)
🤴🏼 Мессер Фрей🔸32(Тайная локация)
🦇 Гигантский нетопырь🔸32(Тайная локация)"
"775","📿 Ожерелье Ареса 🛡 [IV]","ожерелье ареса","колье",NULL,"IV","эпическая","45","0","0","1","Бонусы предмета:
· 🗡 Атака: 61 [➕️61]
· ❤️ Здоровье: 90 [➕️90]
· 🥊 Крит: 367 [➕️67]
· 👁 Предвидение: 194 [➕️30]
· 🎯 Точность: 145 [➕️21]
· 💥 Сила крита: [🔻️7]
Дроп c монстров:
🏴‍☠️👳🏻‍♂️ Барба Россо🔸34(Тайная локация)
🏴‍☠️ 🧑🏻‍🦯 Калека Джек🔸34(Тайная локация)
🏴‍☠️🧔🏻‍♂️ Генри Корбан🔸34(Тайная локация)","Ожерелье стражников храма близнецов, богов воины.","📋 Страница экипировки

📿 Ожерелье Ареса 🛡 [IV] :

Ожерелье стражников храма близнецов, богов воины.

❇️ Тип предмета: 📿 Колье
☢️ Грейд: [IV]
💎 Редкость: Эпическая

Бонусы предмета:
· 🗡 Атака: 61 [➕️61]
· ❤️ Здоровье: 90 [➕️90]
· 🥊 Крит: 367 [➕️67]
· 👁 Предвидение: 194 [➕️30]
· 🎯 Точность: 145 [➕️21]
· 💥 Сила крита: [🔻️7]

⚙️ Максимальная прочность: 45


💰 Цена продажи:1

Дроп c монстров:
🏴‍☠️👳🏻‍♂️ Барба Россо🔸34(Тайная локация)
🏴‍☠️ 🧑🏻‍🦯 Калека Джек🔸34(Тайная локация)
🏴‍☠️🧔🏻‍♂️ Генри Корбан🔸34(Тайная локация)"
"776","🎩 Кожаный шлем тьмы🏹 [IV]","кожаный шлем тьмы","шлем",NULL,"IV","эпическая","45","0","0","1","🧥 Часть комплекта: Тьмы 🏹
Бонусы предмета:
· ❤️ Здоровье: 378 [🔻️143]
· 🔰 Защита: 48 [🔻️24]
· 👁 Предвидение: 224 [🔻️32]
· ⚡️ Уворот: 583 [➕️583]
· 🎯 Точность: 194 [🔻️36]
· 🤺 Контрудар: 5 [➕️5]
· 🥊 Крит: [🔻️616]","Шлем из кожи черного тролля.","📋 Страница экипировки

🎩 Кожаный шлем тьмы🏹 [IV] :

Шлем из кожи черного тролля.

❇️ Тип предмета: 🎩 Шлем
☢️ Грейд: [IV]
💎 Редкость: Эпическая
🧥 Часть комплекта: Тьмы 🏹

Бонусы предмета:
· ❤️ Здоровье: 378 [🔻️143]
· 🔰 Защита: 48 [🔻️24]
· 👁 Предвидение: 224 [🔻️32]
· ⚡️ Уворот: 583 [➕️583]
· 🎯 Точность: 194 [🔻️36]
· 🤺 Контрудар: 5 [➕️5]
· 🥊 Крит: [🔻️616]

⚙️ Максимальная прочность: 45


💰 Цена продажи:1"
"777","🎽 Кожаный доспех тьмы🏹 [IV]","кожаный доспех тьмы","доспех",NULL,"IV","эпическая","45","0","0","1","🧥 Часть комплекта: Тьмы 🏹
Бонусы предмета:
· ❤️ Здоровье: 1318 [🔻️420]
· 🔰 Защита: 280 [🔻️20]
· 👁 Предвидение: 340 [🔻️23]
· ⚡️ Уворот: 933 [➕️933]
· 🎯 Точность: 496 [➕️34]
· 🤺 Контрудар: 7 [➕️7]
· 🥊 Крит: [🔻️1061]","Доспех из кожи черного тролля.","📋 Страница экипировки

🎽 Кожаный доспех тьмы🏹 [IV] :

Доспех из кожи черного тролля.

❇️ Тип предмета: 🎽 Доспех
☢️ Грейд: [IV]
💎 Редкость: Эпическая
🧥 Часть комплекта: Тьмы 🏹

Бонусы предмета:
· ❤️ Здоровье: 1318 [🔻️420]
· 🔰 Защита: 280 [🔻️20]
· 👁 Предвидение: 340 [🔻️23]
· ⚡️ Уворот: 933 [➕️933]
· 🎯 Точность: 496 [➕️34]
· 🤺 Контрудар: 7 [➕️7]
· 🥊 Крит: [🔻️1061]

⚙️ Максимальная прочность: 45


💰 Цена продажи:1"
"778","🧤 Кожаные перчатки тьмы🏹 [IV]","кожаные перчатки тьмы","перчатки",NULL,"IV","эпическая","45","0","0","1","🧥 Часть комплекта: Тьмы 🏹
Бонусы предмета:
· ❤️ Здоровье: 519 [🔻️116]
· 🔰 Защита: 70 [🔻️22]
· 👁 Предвидение: 293 [➕️5]
· ⚡️ Уворот: 699 [➕️699]
· 🎯 Точность: 237 [🔻️40]
· 🤺 Контрудар: 4 [➕️4]
· 🥊 Крит: [🔻️601]","Перчатки из кожи черного тролля.","📋 Страница экипировки

🧤 Кожаные перчатки тьмы🏹 [IV] :

Перчатки из кожи черного тролля.

❇️ Тип предмета: 🧤 Перчатки
☢️ Грейд: [IV]
💎 Редкость: Эпическая
🧥 Часть комплекта: Тьмы 🏹

Бонусы предмета:
· ❤️ Здоровье: 519 [🔻️116]
· 🔰 Защита: 70 [🔻️22]
· 👁 Предвидение: 293 [➕️5]
· ⚡️ Уворот: 699 [➕️699]
· 🎯 Точность: 237 [🔻️40]
· 🤺 Контрудар: 4 [➕️4]
· 🥊 Крит: [🔻️601]

⚙️ Максимальная прочность: 45


💰 Цена продажи:1"
"779","🥾 Кожаные сапоги тьмы🏹 [IV]","кожаные сапоги тьмы","сапоги",NULL,"IV","эпическая","45","0","0","1","🧥 Часть комплекта: Тьмы 🏹
Бонусы предмета:
· ❤️ Здоровье: 519 [🔻️116]
· 🔰 Защита: 70 [🔻️22]
· 👁 Предвидение: 293 [➕️5]
· ⚡️ Уворот: 699 [➕️699]
· 🎯 Точность: 237 [🔻️40]
· 🤺 Контрудар: 4 [➕️4]
· 🥊 Крит: [🔻️601]","Сапоги из кожи черного тролля.","📋 Страница экипировки

🥾 Кожаные сапоги тьмы🏹 [IV] :

Сапоги из кожи черного тролля.

❇️ Тип предмета: 🥾 Сапоги
☢️ Грейд: [IV]
💎 Редкость: Эпическая
🧥 Часть комплекта: Тьмы 🏹

Бонусы предмета:
· ❤️ Здоровье: 519 [🔻️116]
· 🔰 Защита: 70 [🔻️22]
· 👁 Предвидение: 293 [➕️5]
· ⚡️ Уворот: 699 [➕️699]
· 🎯 Точность: 237 [🔻️40]
· 🤺 Контрудар: 4 [➕️4]
· 🥊 Крит: [🔻️601]

⚙️ Максимальная прочность: 45


💰 Цена продажи:1"
"780","💍 Кольцо Аида🏹 [IV]","кольцо аида","кольцо",NULL,"IV","эпическая","45","0","0","1","Бонусы предмета:
· 👁 Предвидение: 162 [➕️32]
· ⚡️ Уворот: 345 [➕️345]
· 🎯 Точность: 130 [🔻️9]
· 🥊 Крит: [🔻️281]
Дроп c монстров:
🐀🪈🧙🏻 Миледонский крысолов🔸32(Тайная локация)
🤴🏼 Мессер Фрей🔸32(Тайная локация)
🦇 Гигантский нетопырь🔸32(Тайная локация)","Кольцо придает в теле легкость и усиливает предчувствие.","📋 Страница экипировки

💍 Кольцо Аида🏹 [IV] :

Кольцо придает в теле легкость и усиливает предчувствие.

❇️ Тип предмета: 💍 Кольцо
☢️ Грейд: [IV]
💎 Редкость: Эпическая

Бонусы предмета:
· 👁 Предвидение: 162 [➕️32]
· ⚡️ Уворот: 345 [➕️345]
· 🎯 Точность: 130 [🔻️9]
· 🥊 Крит: [🔻️281]

⚙️ Максимальная прочность: 45


💰 Цена продажи:1

Дроп c монстров:
🐀🪈🧙🏻 Миледонский крысолов🔸32(Тайная локация)
🤴🏼 Мессер Фрей🔸32(Тайная локация)
🦇 Гигантский нетопырь🔸32(Тайная локация)"
"781","📿 Ожерелье Аида 🏹 [IV]","ожерелье аида","колье",NULL,"IV","эпическая","45","0","0","1","Бонусы предмета:
· 👁 Предвидение: 189 [➕️25]
· ⚡️ Уворот: 388 [➕️388]
· 🎯 Точность: 168 [➕️44]
· 🥊 Крит: [🔻️300]
· 💥 Сила крита: [🔻️7]
Дроп c монстров:
🏴‍☠️👳🏻‍♂️ Барба Россо🔸34(Тайная локация)
🏴‍☠️ 🧑🏻‍🦯 Калека Джек🔸34(Тайная локация)
🏴‍☠️🧔🏻‍♂️ Генри Корбан🔸34(Тайная локация)","Ожерелье придает в теле легкость и усиливает предчувствие.","📋 Страница экипировки

📿 Ожерелье Аида 🏹 [IV] :

Ожерелье придает в теле легкость и усиливает предчувствие.

❇️ Тип предмета: 📿 Колье
☢️ Грейд: [IV]
💎 Редкость: Эпическая

Бонусы предмета:
· 👁 Предвидение: 189 [➕️25]
· ⚡️ Уворот: 388 [➕️388]
· 🎯 Точность: 168 [➕️44]
· 🥊 Крит: [🔻️300]
· 💥 Сила крита: [🔻️7]

⚙️ Максимальная прочность: 45


💰 Цена продажи:1

Дроп c монстров:
🏴‍☠️👳🏻‍♂️ Барба Россо🔸34(Тайная локация)
🏴‍☠️ 🧑🏻‍🦯 Калека Джек🔸34(Тайная локация)
🏴‍☠️🧔🏻‍♂️ Генри Корбан🔸34(Тайная локация)"
"782","🎩 Кожаный шлем тьмы🗡 [IV]","кожаный шлем тьмы","шлем",NULL,"IV","эпическая","45","0","0","1","🧥 Часть комплекта: Тьмы 🗡
Бонусы предмета:
· ❤️ Здоровье: 378 [🔻️143]
· 🔰 Защита: 48 [🔻️24]
· 🥊 Крит: 514 [🔻️102]
· 👁 Предвидение: 238 [🔻️18]
· 🎯 Точность: 207 [🔻️23]","Заколдованный шлем из кожи грешников.","📋 Страница экипировки

🎩 Кожаный шлем тьмы🗡 [IV] :

Заколдованный шлем из кожи грешников.

❇️ Тип предмета: 🎩 Шлем
☢️ Грейд: [IV]
💎 Редкость: Эпическая
🧥 Часть комплекта: Тьмы 🗡

Бонусы предмета:
· ❤️ Здоровье: 378 [🔻️143]
· 🔰 Защита: 48 [🔻️24]
· 🥊 Крит: 514 [🔻️102]
· 👁 Предвидение: 238 [🔻️18]
· 🎯 Точность: 207 [🔻️23]

⚙️ Максимальная прочность: 45


💰 Цена продажи:1"
"783","🎽 Кожаный доспех тьмы🗡 [IV]","кожаный доспех тьмы","доспех",NULL,"IV","эпическая","45","0","0","1","🧥 Часть комплекта: Тьмы 🗡
Бонусы предмета:
· ❤️ Здоровье: 1318 [🔻️420]
· 🔰 Защита: 280 [🔻️20]
· 🥊 Крит: 1095 [➕️34]
· 👁 Предвидение: 363
· 🎯 Точность: 531 [➕️69]","Заколдованный доспех из кожи грешников.","📋 Страница экипировки

🎽 Кожаный доспех тьмы🗡 [IV] :

Заколдованный доспех из кожи грешников.

❇️ Тип предмета: 🎽 Доспех
☢️ Грейд: [IV]
💎 Редкость: Эпическая
🧥 Часть комплекта: Тьмы 🗡

Бонусы предмета:
· ❤️ Здоровье: 1318 [🔻️420]
· 🔰 Защита: 280 [🔻️20]
· 🥊 Крит: 1095 [➕️34]
· 👁 Предвидение: 363 
· 🎯 Точность: 531 [➕️69]

⚙️ Максимальная прочность: 45


💰 Цена продажи:1"
"784","🧤 Кожаные перчатки тьмы🗡 [IV]","кожаные перчатки тьмы","перчатки",NULL,"IV","эпическая","45","0","0","1","🧥 Часть комплекта: Тьмы 🗡
Бонусы предмета:
· ❤️ Здоровье: 519 [🔻️116]
· 🔰 Защита: 70 [🔻️22]
· 🥊 Крит: 653 [➕️52]
· 👁 Предвидение: 302 [➕️14]
· 🎯 Точность: 254 [🔻️23]","Заколдованные перчатки из кожи грешников.","📋 Страница экипировки

🧤 Кожаные перчатки тьмы🗡 [IV] :

Заколдованные перчатки из кожи грешников.

❇️ Тип предмета: 🧤 Перчатки
☢️ Грейд: [IV]
💎 Редкость: Эпическая
🧥 Часть комплекта: Тьмы 🗡

Бонусы предмета:
· ❤️ Здоровье: 519 [🔻️116]
· 🔰 Защита: 70 [🔻️22]
· 🥊 Крит: 653 [➕️52]
· 👁 Предвидение: 302 [➕️14]
· 🎯 Точность: 254 [🔻️23]

⚙️ Максимальная прочность: 45


💰 Цена продажи:1"
"785","🥾 Кожаные сапоги тьмы🗡 [IV]","кожаные сапоги тьмы","сапоги",NULL,"IV","эпическая","45","0","0","1","🧥 Часть комплекта: Тьмы 🗡
Бонусы предмета:
· ❤️ Здоровье: 519 [🔻️116]
· 🔰 Защита: 70 [🔻️22]
· 🥊 Крит: 653 [➕️52]
· 👁 Предвидение: 302 [➕️14]
· 🎯 Точность: 254 [🔻️23]","Заколдованные сапоги из кожи грешников.","📋 Страница экипировки

🥾 Кожаные сапоги тьмы🗡 [IV] :

Заколдованные сапоги из кожи грешников.

❇️ Тип предмета: 🥾 Сапоги
☢️ Грейд: [IV]
💎 Редкость: Эпическая
🧥 Часть комплекта: Тьмы 🗡

Бонусы предмета:
· ❤️ Здоровье: 519 [🔻️116]
· 🔰 Защита: 70 [🔻️22]
· 🥊 Крит: 653 [➕️52]
· 👁 Предвидение: 302 [➕️14]
· 🎯 Точность: 254 [🔻️23]

⚙️ Максимальная прочность: 45


💰 Цена продажи:1"
"786","💍 Кольцо Гелиоса 🗡 [IV]","кольцо гелиоса","кольцо",NULL,"IV","эпическая","45","0","0","1","Бонусы предмета:
· 🥊 Крит: 345 [➕️64]
· 💥 Сила крита: 7 [➕️7]
· 👁 Предвидение: 151 [➕️21]
· 🎯 Точность: 123 [🔻️16]
Дроп c монстров:
🐀🪈🧙🏻 Миледонский крысолов🔸32(Тайная локация)
🤴🏼 Мессер Фрей🔸32(Тайная локация)
🦇 Гигантский нетопырь🔸32(Тайная локация)","Кольцо древнего бога, создателя миров.","📋 Страница экипировки

💍 Кольцо Гелиоса 🗡 [IV] :

Кольцо древнего бога, создателя миров.

❇️ Тип предмета: 💍 Кольцо
☢️ Грейд: [IV]
💎 Редкость: Эпическая

Бонусы предмета:
· 🥊 Крит: 345 [➕️64]
· 💥 Сила крита: 7 [➕️7]
· 👁 Предвидение: 151 [➕️21]
· 🎯 Точность: 123 [🔻️16]

⚙️ Максимальная прочность: 45


💰 Цена продажи:1

Дроп c монстров:
🐀🪈🧙🏻 Миледонский крысолов🔸32(Тайная локация)
🤴🏼 Мессер Фрей🔸32(Тайная локация)
🦇 Гигантский нетопырь🔸32(Тайная локация)"
"787","📿 Ожерелье Гелиоса 🗡 [IV]","ожерелье гелиоса","колье",NULL,"IV","эпическая","45","0","0","1","Бонусы предмета:
· 🥊 Крит: 389 [➕️89]
· 💥 Сила крита: 12 [➕️5]
· 👁 Предвидение: 194 [➕️30]
· 🎯 Точность: 161 [➕️37]
Дроп c монстров:
🏴‍☠️👳🏻‍♂️ Барба Россо🔸34(Тайная локация)
🏴‍☠️ 🧑🏻‍🦯 Калека Джек🔸34(Тайная локация)
🏴‍☠️🧔🏻‍♂️ Генри Корбан🔸34(Тайная локация)","Ожерелье древнего бога, создателя миров.","📋 Страница экипировки

📿 Ожерелье Гелиоса 🗡 [IV] :

Ожерелье древнего бога, создателя миров.

❇️ Тип предмета: 📿 Колье
☢️ Грейд: [IV]
💎 Редкость: Эпическая

Бонусы предмета:
· 🥊 Крит: 389 [➕️89]
· 💥 Сила крита: 12 [➕️5]
· 👁 Предвидение: 194 [➕️30]
· 🎯 Точность: 161 [➕️37]

⚙️ Максимальная прочность: 45


💰 Цена продажи:1

Дроп c монстров:
🏴‍☠️👳🏻‍♂️ Барба Россо🔸34(Тайная локация)
🏴‍☠️ 🧑🏻‍🦯 Калека Джек🔸34(Тайная локация)
🏴‍☠️🧔🏻‍♂️ Генри Корбан🔸34(Тайная локация)"
"788","🎩 Панцирный шлем Фракийца⚔️ [IV]","панцирный шлем фракийца","шлем",NULL,"IV","эпическая","45","0","0","1","🧥 Часть комплекта: Фракийца ⚔️
Бонусы предмета:
· ❤️ Здоровье: 435 [🔻️86]
· 🔰 Защита: 60 [🔻️12]
· 🥊 Крит: 485 [🔻️131]
· 👁 Предвидение: 216 [🔻️40]
· ⚡️ Уворот: 540 [➕️540]
· 🎯 Точность: 188 [🔻️42]","Шлем, сделанный по образу доспехов легендарного гладиатора.","📋 Страница экипировки

🎩 Панцирный шлем Фракийца⚔️ [IV] :

Шлем, сделанный по образу доспехов легендарного гладиатора.

❇️ Тип предмета: 🎩 Шлем
☢️ Грейд: [IV]
💎 Редкость: Эпическая
🧥 Часть комплекта: Фракийца ⚔️

Бонусы предмета:
· ❤️ Здоровье: 435 [🔻️86]
· 🔰 Защита: 60 [🔻️12]
· 🥊 Крит: 485 [🔻️131]
· 👁 Предвидение: 216 [🔻️40]
· ⚡️ Уворот: 540 [➕️540]
· 🎯 Точность: 188 [🔻️42]

⚙️ Максимальная прочность: 45


💰 Цена продажи:1"
"789","🎽 Панцирь Фракийца⚔️ [IV]","панцирь фракийца","доспех",NULL,"IV","эпическая","45","0","0","1","🧥 Часть комплекта: Фракийца ⚔️
Бонусы предмета:
· ❤️ Здоровье: 1606 [🔻️132]
· 🔰 Защита: 291 [🔻️9]
· 🥊 Крит: 1061
· 👁 Предвидение: 368 [➕️5]
· ⚡️ Уворот: 816 [➕️816]
· 🎯 Точность: 488 [➕️26]","Панцирь, сделанный по образу доспехов легендарного гладиатора.","📋 Страница экипировки

🎽 Панцирь Фракийца⚔️ [IV] :

Панцирь, сделанный по образу доспехов легендарного гладиатора.

❇️ Тип предмета: 🎽 Доспех
☢️ Грейд: [IV]
💎 Редкость: Эпическая
🧥 Часть комплекта: Фракийца ⚔️

Бонусы предмета:
· ❤️ Здоровье: 1606 [🔻️132]
· 🔰 Защита: 291 [🔻️9]
· 🥊 Крит: 1061 
· 👁 Предвидение: 368 [➕️5]
· ⚡️ Уворот: 816 [➕️816]
· 🎯 Точность: 488 [➕️26]

⚙️ Максимальная прочность: 45


💰 Цена продажи:1"
"790","🧤 Панцирные перчатки Фракийца⚔️ [IV]","панцирные перчатки фракийца","перчатки",NULL,"IV","эпическая","45","0","0","1","🧥 Часть комплекта: Фракийца ⚔️
Бонусы предмета:
· ❤️ Здоровье: 520 [🔻️115]
· 🔰 Защита: 82 [🔻️10]
· 🥊 Крит: 600 [🔻️1]
· 👁 Предвидение: 294 [➕️6]
· ⚡️ Уворот: 640 [➕️640]
· 🎯 Точность: 258 [🔻️19]","Перчатки, сделанные по образу доспехов легендарного гладиатора.","📋 Страница экипировки

🧤 Панцирные перчатки Фракийца⚔️ [IV] :

Перчатки, сделанные по образу доспехов легендарного гладиатора.

❇️ Тип предмета: 🧤 Перчатки
☢️ Грейд: [IV]
💎 Редкость: Эпическая
🧥 Часть комплекта: Фракийца ⚔️

Бонусы предмета:
· ❤️ Здоровье: 520 [🔻️115]
· 🔰 Защита: 82 [🔻️10]
· 🥊 Крит: 600 [🔻️1]
· 👁 Предвидение: 294 [➕️6]
· ⚡️ Уворот: 640 [➕️640]
· 🎯 Точность: 258 [🔻️19]

⚙️ Максимальная прочность: 45


💰 Цена продажи:1"
"791","🥾 Панцирные сапоги Фракийца⚔️ [IV]","панцирные сапоги фракийца","сапоги",NULL,"IV","эпическая","45","0","0","1","🧥 Часть комплекта: Фракийца ⚔️
Бонусы предмета:
· ❤️ Здоровье: 520 [🔻️115]
· 🔰 Защита: 82 [🔻️10]
· 🥊 Крит: 601
· 👁 Предвидение: 294 [➕️6]
· ⚡️ Уворот: 640 [➕️640]
· 🎯 Точность: 258 [🔻️19]","Сапоги, сделанные по образу доспехов легендарного гладиатора.","📋 Страница экипировки

🥾 Панцирные сапоги Фракийца⚔️ [IV] :

Сапоги, сделанные по образу доспехов легендарного гладиатора.

❇️ Тип предмета: 🥾 Сапоги
☢️ Грейд: [IV]
💎 Редкость: Эпическая
🧥 Часть комплекта: Фракийца ⚔️

Бонусы предмета:
· ❤️ Здоровье: 520 [🔻️115]
· 🔰 Защита: 82 [🔻️10]
· 🥊 Крит: 601 
· 👁 Предвидение: 294 [➕️6]
· ⚡️ Уворот: 640 [➕️640]
· 🎯 Точность: 258 [🔻️19]

⚙️ Максимальная прочность: 45


💰 Цена продажи:1"
"792","💍 Кольцо Далмации ⚔️ [IV]","кольцо далмации","кольцо",NULL,"IV","эпическая","45","0","0","1","Бонусы предмета:
· ❤️ Здоровье: 108 [➕️108]
· 🥊 Крит: 441 [➕️160]
· 👁 Предвидение: 167 [➕️37]
· ⚡️ Уворот: 388 [➕️388]
· 🎯 Точность: 108 [🔻️31]
Дроп c монстров:
🐀🪈🧙🏻 Миледонский крысолов🔸32(Тайная локация)
🤴🏼 Мессер Фрей🔸32(Тайная локация)
🦇 Гигантский нетопырь🔸32(Тайная локация)","Кольцом награждали победителей гладиаторских боев.","📋 Страница экипировки

💍 Кольцо Далмации ⚔️ [IV] :

Кольцом награждали победителей гладиаторских боев.

❇️ Тип предмета: 💍 Кольцо
☢️ Грейд: [IV]
💎 Редкость: Эпическая

Бонусы предмета:
· ❤️ Здоровье: 108 [➕️108]
· 🥊 Крит: 441 [➕️160]
· 👁 Предвидение: 167 [➕️37]
· ⚡️ Уворот: 388 [➕️388]
· 🎯 Точность: 108 [🔻️31]

⚙️ Максимальная прочность: 45


💰 Цена продажи:1

Дроп c монстров:
🐀🪈🧙🏻 Миледонский крысолов🔸32(Тайная локация)
🤴🏼 Мессер Фрей🔸32(Тайная локация)
🦇 Гигантский нетопырь🔸32(Тайная локация)"
