normalized_name,type,currency,median_price,min_price,max_price,sample_count
люцернский молот метели [iii+],sell,gold,4200,4200,4200,3
массивный панцирь [ii] – 2 шт =,buy,gold,2500,2500,2500,3
материал материи [ii] =,buy,gold,300,300,300,3
материал материи: [ii],buy,gold,150,150,150,3
материя [ii] =,buy,gold,350,350,350,3
материя [iii+] - 4шт (1./шт или /шт),sell,gold,800,800,800,3
материя [ll],buy,gold,350,350,350,3
материя: [ii] - 290з таланты,buy,gold,2200,2200,2200,3
материя: [iii],buy,gold,800,800,800,3
морковка /шт. 50 шт.,buy,gold,70,70,70,3
морской циртец - 11шт =,sell,gold,450,450,450,3
обожженный философский,buy,gold,260,260,260,3
олово - за шт. (нужно 300шт за ),buy,gold,15,15,15,3
оракул / шт 2шт,sell,gold,2900,2900,2900,3
острое лечо [i],buy,gold,800,600,800,3
"парные кинжалы метели [iii+] = 4,",buy,gold,500,500,500,3
"парные рондели метели [iii+] = 4,",buy,gold,500,500,500,3
пастуший хлеб,buy,gold,430,430,430,3
печенье,buy,gold,410,400,410,3
по за шт (есть 50шт),sell,gold,400,400,400,3
последний шанс iv,sell,cookie,14,14,14,3
пояс нумеадора (новый),sell,cookie,65,65,70,3
праздничный салют - /шт°,sell,gold,400,400,400,3
праздничный салют - 8шт.,sell,gold,400,400,400,3
прочность: 60/60 - (торг),sell,gold,8000,4000,8000,3
ремкомплекты,sell,gold,9200,8900,9200,3
рецепт особого доспеха,buy,gold,80000,80000,80000,3
рецепт особого доспеха,sell,gold,69999,69999,69999,3
рецепт: кулон наития [8шт.] - за 1шт.,sell,gold,450,400,500,3
рецепты [lll]- от,buy,gold,300,300,300,3
рог изобилия (новый),sell,cookie,50,50,50,3
рупор,buy,gold,50,50,50,3
"рупор, 2 шт по ;",sell,gold,50,50,50,3
свиток заточки [ii] - 5шт,sell,gold,30,30,30,3
свиток заточки [iii] (опаски) – 330 шт =,buy,gold,100,100,100,3
свиток заточки [iv] - 28шт =,buy,gold,80,80,80,3
свиток кселеса,buy,cookie,65,65,70,3
серьги ламещупа [i],buy,gold,7000,7000,7000,3
серьги ламещупа [i] +5 (40/94),sell,gold,10000,10000,10000,3
сталь,buy,gold,10,8,10,3
талант - закалка - 1шт,sell,gold,2500,2500,2500,3
талант - потрошитель [ивент] – 16 шт =,buy,gold,7000,7000,7000,3
таланты,buy,cookie,6,6,6,3
титан,sell,gold,175,175,175,3
удача торговца - 12шт,sell,gold,300,300,300,3
чекан маржаны [iii+] +8 (41/44) - / 96к,sell,cookie,240,240,240,3
чертеж экипировки [iii],sell,gold,7000,7000,7000,3
чесночная похлебка [i] - /шт ( 2 шт ),sell,gold,740,740,740,3
шлемы/доспехи (любые),buy,gold,150,150,150,3
южный перец - /ш,buy,gold,100,100,100,3
amulet of sea water +3 [iii+] 5000з/,sell,cookie,12,12,12,2
award of cirta +4 [i],sell,gold,5000,5000,5000,2
order of cirta +3 [i],sell,gold,5000,5000,5000,2
order of cirta - 6.,buy,gold,500,500,500,2
skeleton shield [ii],buy,gold,7500,5000,10000,2
tsunami amulet [iii+] = 4.,sell,gold,500,500,500,2
аккумулятор тьмы [ивент] [i],buy,cookie,400,400,400,2
аксессуар материи [iii] +3,sell,gold,4000,4000,4000,2
амулет оракула (торг),sell,cookie,600,600,600,2
безопасный свиток заточки [ii] - /шт (оптом цена ниже),sell,gold,800,800,800,2
безопасный свиток заточки || 1шт — 1./600з,sell,cookie,5,5,5,2
блюда из мяса,buy,gold,120,120,120,2
блюдо из мяса [i] - 10шт =,buy,gold,160,160,160,2
блюдо из мяса [i] 5шт,sell,gold,160,160,160,2
блюдо из мяса [iii] 17шт,sell,gold,400,400,400,2
блюдо из мяса [|||] - 12шт,sell,gold,475,470,480,2
блюдо из мяса [|||] - 28шт,sell,gold,480,480,480,2
блюдо из мяса [|||] - 6шт,sell,gold,490,480,500,2
блюдо из рыбы [i],sell,gold,130,130,130,2
блюдо из рыбы [i] - 10шт =,buy,gold,160,160,160,2
блюдо из рыбы [i] 8шт,sell,gold,160,160,160,2
богатство торговца - за шт (4шт),sell,gold,200,200,200,2
божественная милость ii - 19999з/,sell,cookie,50,50,50,2
бонус регенерации 24ч - /шт (оптом цена ниже ещё),sell,gold,850,850,850,2
ботинки черствости [ii] =,sell,gold,1400,1400,1400,2
"браслеты скорости (ii) +1, 30/30 - ;",sell,gold,1300,1200,1400,2
бук - 3шт,sell,gold,25,25,25,2
бук - за шт (3шт),sell,gold,15,15,15,2
бутерброд 7 дней [iii],buy,gold,3000,3000,3000,2
бутерброд [iii]- 24ч,sell,gold,875,875,875,2
вещи т2 (редкие/эпические) - по 1000/ за шт. (за точку +3 - + ),buy,gold,1500,1500,1500,2
внешний вид: наследник севера (2шт),sell,cookie,90,90,90,2
воодушевление iv - (40000з),sell,cookie,35,35,35,2
деликатесное,buy,gold,24,24,24,2
доспех: t.rex crusher armor [iii] +6 (37/53),sell,gold,20000,20000,20000,2
дрангарская морковь - 6шт,sell,gold,70,70,70,2
"древний молот разлома (iii), 45/45 - .",sell,gold,2200,2000,2400,2
дуб (много),buy,gold,20,20,20,2
дуб - - 5шт,sell,gold,30,30,30,2
дуб - /шт - только оптом 350шт,buy,gold,25,25,25,2
дуб - за шт (2шт),sell,gold,20,20,20,2
за (есть 5 шт),sell,gold,120,110,130,2
загнал вьюги,sell,gold,4000,4000,4000,2
закаленная медь - 32шт,sell,gold,99,99,99,2
зелье [ii] +2 вын =,buy,gold,130,130,130,2
зелье [ii] +2 вын.,buy,gold,140,140,140,2
зелье [ii] +2 инт.,buy,gold,140,140,140,2
зелье [ii] +2 инт. =,buy,gold,130,130,130,2
зелье [ii] +2 лов.,buy,gold,140,140,140,2
зелье [ii] +2 лов. =,buy,gold,130,130,130,2
зелье [ii] +2 сил.,buy,gold,140,140,140,2
зелье [ii] +2 сил. =,buy,gold,130,130,130,2
зелье добытчика [iii] - 20шт =,buy,gold,150,150,150,2
зелье очищения камня [iv] - за 115к или,sell,cookie,350,350,350,2
зелье очищения камня [iv] /120к,sell,cookie,350,350,350,2
зелье очищения камня т/шт,sell,gold,19150,2800,35500,2
знание цирты- 5шт,sell,gold,25,25,25,2
изящный доспех (ii),buy,gold,300,300,300,2
или обмен на ценное,sell,cookie,275,250,300,2
инкрустированный пояс [i] (новый) - или,sell,cookie,15,15,15,2
инкрустированный пояс [i] - 1.,sell,gold,800,800,800,2
карбарась - /шт (требуется 25 штук),buy,gold,60,60,60,2
карбарась - 200шт - 1/,sell,gold,80,80,80,2
карбарась - 51шт,sell,gold,70,70,70,2
карбарась - шт (есть 17шт),sell,gold,70,70,70,2
клевец пробоин [ii] =,sell,gold,1700,1700,1700,2
кованая сталь - 1шт,sell,gold,20,20,20,2
кованая сталь - за шт (6шт),sell,gold,10,10,10,2
кожа - /шт (от 100 штук),buy,gold,18,18,18,2
кожа - за шт (3шт),sell,gold,20,20,20,2
колье безрассудства (35/35),sell,gold,1400,1400,1400,2
колье безрассудства [ii] – 2 шт =,sell,gold,1500,1500,1500,2
колье: crusher necklace [iii] +5 (29/46),sell,gold,15000,15000,15000,2
колье: древнее кровавое ожерелье [iii] +2 (22/45),sell,gold,1000,1000,1000,2
кольцо торквемады - или,buy,cookie,170,170,170,2
кольцо: древнее кольцо крови [iii] +2 (29/40),sell,gold,1000,1000,1000,2
компас - или,sell,cookie,15,15,15,2
корка хлеба [ii]- 24ч,sell,gold,700,700,700,2
кость - 2шт,sell,gold,15,15,15,2
кость - по (200 шт),buy,gold,23,23,23,2
котомка с золотом (250) (много),sell,gold,500,500,500,2
котомку с золотом (250),buy,gold,300,300,300,2
критическое исцеление ii - 19999з/,sell,cookie,50,50,50,2
кровавая секира (ii),buy,gold,350,350,350,2
кровавая секира [ii] =,sell,gold,1700,1700,1700,2
кровь - 88шт,sell,gold,30,30,30,2
крушитель (ii),buy,gold,280,280,280,2
крылья [i] - 17.,sell,gold,500,500,500,2
крылья [i] - или,sell,cookie,40,40,40,2
кулон наития [ii] +2 (35/35),sell,gold,1700,1700,1700,2
кусок мяса,sell,gold,67,60,75,2
кусок мяса - /шт (требуется 25 штук),buy,gold,60,60,60,2
ледяная мантия жреца [iii+] +4,sell,gold,7000,7000,7000,2
ледяная удача кощара - /шт ( 1 шт ),sell,gold,900,800,1000,2
ледяная удача кощара [ивент] - 9 шт =,buy,gold,1200,1200,1200,2
ледяные ботинки провидца [iii+] +6 (2/37),sell,gold,22000,22000,22000,2
ледяные сапоги провидца,sell,gold,4000,4000,4000,2
личный большой ремкомплект,sell,gold,6750,6500,7000,2
личный свиток кселеса т4 - 5шт,sell,gold,20000,20000,20000,2
личный свиток кселеса т4 - 6шт,sell,cookie,70,70,70,2
лук подмастерья (ii) - / шт.,sell,gold,425,425,425,2
луковый суп [i] 3шт,sell,gold,700,700,700,2
малахитовое кольцо,sell,gold,485,470,500,2
массивный панцирь [ii] +3,sell,gold,4000,4000,4000,2
материал материи [iii+] - 43шт.,sell,gold,600,600,600,2
материал материи [iii] - /шт - 20шт,sell,gold,600,600,600,2
материя [ii] 350з//шт (15 штук всего),sell,cookie,1,1,1,2
материя т шт.,sell,gold,47300,47300,47300,2
медь - 3шт,sell,gold,26,25,27,2
медь - 6шт,sell,gold,25,25,25,2
медь - 9шт,sell,gold,27,27,27,2
медь - за шт (11шт),sell,gold,20,20,20,2
можно использовать до 10-ого уровня,sell,gold,100,100,100,2
моментальная лотерея 5 шт - (за все лотереи),sell,cookie,10,10,10,2
морской циртец,sell,gold,475,450,500,2
мраморное,buy,gold,390,390,390,2
ожерелье камней [ii],sell,gold,2000,2000,2000,2
ожерелье точности бездны [lv] +,sell,gold,675000,670000,680000,2
ожерелье ярости бездны [iv] +1,sell,gold,30000,30000,30000,2
ожерелье ярости бездны [iv] +9,sell,gold,110000,100000,120000,2
олово - 18шт,sell,gold,16,15,18,2
олово - 9шт,sell,gold,20,20,20,2
олово - за шт(10шт),sell,gold,15,15,15,2
олово - за шт.,buy,gold,25,25,25,2
оружие: bec de corbin [iii] +6 (46/46),sell,gold,20000,20000,20000,2
"павеза пурги [iii+] = 4,",buy,gold,500,500,500,2
павеза пурги [iii+] = 5.,sell,gold,500,500,500,2
печать искушения (30/30),sell,gold,1500,1500,1500,2
печать старца +1 28/30,sell,gold,1675,1650,1700,2
печеньки печи,sell,gold,400,400,400,2
пирог недельный - много,buy,gold,4150,3800,4500,2
походная каска[ii],buy,gold,2500,2500,2500,2
"пояс нуамендора +1, бриллиантовые серьги,",sell,gold,900,900,900,2
пояс нумеадора (новый) - или,sell,cookie,65,65,65,2
право на жизнь i,buy,gold,1500,1500,1500,2
провидение iii,sell,gold,5000,5000,5000,2
прошитые ботинки [ii] +2,sell,gold,3000,3000,3000,2
прошитые ботинки [ii] +5,sell,gold,4000,4000,4000,2
прошитые ботинки [ii] =,sell,gold,1400,1400,1400,2
рецепт [ii]: браслеты скорости,buy,gold,150,150,150,2
рецепт [ii]: клевец пробоин,buy,gold,150,150,150,2
рецепт [ii]: колье безрассудства,buy,gold,150,150,150,2
рецепт [ii]: кровавая секира,buy,gold,150,150,150,2
рецепт [ii]: крушитель,buy,gold,150,150,150,2
рецепт [ii]: кулон наития,sell,gold,275,200,350,2
рецепт [ii]: кулон стремлений,buy,gold,300,300,300,2
рецепт [ii]: ожерелье камней,buy,gold,150,150,150,2
рецепт [ii]: печать старца,buy,gold,150,150,150,2
рецепт [ii]: сандали полета,buy,gold,300,300,300,2
рецепт [ii]: тяжелый клинок,buy,gold,150,150,150,2
рецепт [ii]: шапо с пером,buy,gold,300,300,300,2
рецепт высокооценёного торта (за его создание дают карму и прем),sell,gold,400,300,500,2
рецепт фехтовальные перчатки (ii),buy,gold,450,450,450,2
рецепт[ii]: любой,buy,gold,550,550,550,2
рецепты (||),buy,gold,450,450,450,2
рецепты [iii] - / [ii],sell,gold,300,300,300,2
рог изобилия (новый) - или,sell,cookie,50,50,50,2
рубиновая россыпь [ii] +1,sell,gold,2000,2000,2000,2
рубиновая россыпь[ii],buy,gold,2500,2500,2500,2
с заточкой +,buy,gold,41500,31200,51800,2
сандали полёта,sell,gold,475,450,500,2
сапоги: crusher boots [iii] +5 (20/48),sell,gold,15000,15000,15000,2
свиток заточки [ii],sell,gold,60,60,60,2
свиток заточки т2,buy,gold,70,70,70,2
свиток заточки[ii],buy,gold,25,25,25,2
свиток кселеса - (5шт),sell,cookie,90,90,90,2
свиток удачи /,sell,gold,270,270,270,2
сертификат сброса параметров,sell,gold,800,600,1000,2
сосна - 3шт,sell,gold,13,13,13,2
сосна - за шт (2шт),sell,gold,20,20,20,2
талант - блестящие латы (24 ч.),sell,gold,2500,2500,2500,2
талант - блестящие латы - (1),sell,gold,2650,2600,2700,2
талант - закалка (24 ч.),sell,gold,2500,2500,2500,2
талант - закалка - (1),sell,gold,2650,2600,2700,2
талант - закалка - 3шт,sell,gold,2500,2500,2500,2
талант - оракул (24 ч.),sell,gold,2500,2500,2500,2
талант - оракул - 2шт,sell,gold,3000,3000,3000,2
талант - орлиный глаз (24 ч.),sell,gold,2500,2500,2500,2
талант - орлиный глаз - (1),sell,gold,2650,2600,2700,2
талант - потрошитель [ивент] - 19шт (/шт.),sell,gold,4000,4000,4000,2
тяжелая кольчуга (ii),buy,gold,330,330,330,2
удочка подмастерья -- /шт (покупка от 3),sell,gold,130,130,130,2
"удочка, мотыга, кирка подмастерья (ii) - / шт.",sell,gold,225,225,225,2
улучшенный акинак [ii],buy,gold,1100,1100,1100,2
усиленная тарга [ii] =,sell,gold,1400,1400,1400,2
фехтовальные перчатки,sell,gold,1750,1700,1800,2
философский камень - 18шт по за штуку,sell,gold,150,150,150,2
философский камень - 5шт (/шт),sell,gold,150,150,150,2
хитин - 3шт,sell,gold,15,15,15,2
цена за штуку,sell,gold,3000,3000,3000,2
цена оптом - /шт.,sell,cookie,73,73,73,2
циртец,buy,gold,390,390,390,2
"чекан маржаны [iii+] = 4,",sell,gold,500,500,500,2
чертеж экипировки [iii],sell,cookie,20,20,20,2
чистая кость - 140шт,sell,gold,90,90,90,2
шлем: древний кровавый шлем [iii] +2 (29/40),sell,gold,1000,1000,1000,2
шлифованное забрало [ii],sell,gold,2000,2000,2000,2
шлифованное забрало[ii],sell,gold,2000,1500,2500,2
amulet of sea water - 4.,sell,gold,200,200,200,1
"amulet waves [iii+] = 4,",buy,gold,500,500,500,1
beads of tsunami [iii+],sell,gold,4000,4000,4000,1
beads waves [iii+],buy,gold,7500,7500,7500,1
beads/necklace/amulet of sea depths [iii+],buy,gold,3700,3700,3700,1
order of cirta,sell,gold,5500,5500,5500,1
order of cirta [i] новое - и крылья в придачу.,buy,gold,5000,5000,5000,1
pendant of sea water [iii+],sell,gold,8000,8000,8000,1
rhino gloves of aspirations [iii] 1шт (/шт),sell,gold,3500,3500,3500,1
skeleton armor [ii] {},sell,gold,5000,5000,5000,1
t.rex armor of aspirations [iii],sell,gold,5000,5000,5000,1
t.rex armor of aspirations [iii] +1,buy,gold,6500,6500,6500,1
t.rex dissent jacket [iii],sell,gold,5500,5500,5500,1
аквельский обед [i] - /шт ( 9 шт ),sell,gold,140,140,140,1
аксессуар материи [ii] +3,sell,gold,2000,2000,2000,1
аксессуар материи [ii] +5,sell,gold,4500,4500,4500,1
активная защита v,sell,cookie,200,200,200,1
"амарант — /шт (амарант до 15 штук, я так и не разбогател)",buy,gold,125,125,125,1
амарант/титан - р,buy,gold,125,125,125,1
амулет оракула,sell,cookie,550,550,550,1
безопаски[|],sell,cookie,3,3,3,1
безопасную заточку 2 уровня -/шт,buy,gold,700,700,700,1
безопасные точки т3 за 2- от количества зависит,buy,cookie,3,3,3,1
"безопасный свиток заточки [ii] - /шт, есть много",sell,gold,650,650,650,1
безопасный свиток заточки [ii] - 3шт,sell,gold,650,650,650,1
безопасный свиток заточки [ii] - 8шт,sell,gold,750,750,750,1
безопасный свиток заточки [ii] — /шт на заказ делаю только.,sell,gold,900,900,900,1
безопасный свиток заточки [ill],buy,cookie,3,3,3,1
безопасный свиток заточки [iv] = или сделаю заказ,buy,gold,2000,2000,2000,1
безопасный свиток заточки [lll],buy,gold,1100,1100,1100,1
безопасный свиток заточки | 1шт — /800з,sell,cookie,2,2,2,1
безопасный свиток заточки | 1шт — 1./800з,sell,cookie,5,5,5,1
безопасный свиток заточки[ii]-/шт,buy,gold,600,600,600,1
безопасный свиток заточки[iv],buy,gold,2000,2000,2000,1
безопасный свиток заточки[|||] /шт немало (может побольше цена),buy,gold,1150,1150,1150,1
безы т4,buy,gold,1900,1900,1900,1
блюдо из мяса [iii],sell,gold,500,500,500,1
блюдо из мяса [iii] 12шт,sell,gold,400,400,400,1
блюдо из мяса [|||] - 1шт,sell,gold,420,420,420,1
блюдо из мяса [|||] - 3шт,sell,gold,480,480,480,1
блюдо из мяса [|||] - 5шт,sell,gold,500,500,500,1
блюдо из мяса т3 - 6шт,sell,gold,490,490,490,1
блюдо из рыбы [i] - /шт ( 5 шт ),sell,gold,120,120,120,1
блюдо из рыбы [i] 5шт,sell,gold,100,100,100,1
блюдо из рыбы [|||] - 6шт,sell,gold,420,420,420,1
блюдо из рыбы т,sell,gold,3500,3500,3500,1
блюдо из рыбы[l] (6 шт),sell,gold,160,160,160,1
блюдо из рыбы[l] 8шт (-1шт),sell,gold,80,80,80,1
блюдо из рыбы[l](6 шт),sell,gold,160,160,160,1
богатство торговца - /шт.(в наличии 4),sell,gold,200,200,200,1
богатство торговца - 24шт /1шт,sell,gold,250,250,250,1
бронзовый калкан [iii] (7/30),sell,gold,200,200,200,1
бук - 5шт,sell,gold,15,15,15,1
бук - 9шт,sell,gold,20,20,20,1
бутер недельный - много,buy,gold,3200,3200,3200,1
бутерброд 7 дней,buy,gold,3000,3000,3000,1
бутерброд [iii] - 7 дней,buy,gold,3000,3000,3000,1
бутерброд [iii] - 7 дней - 1шт=,buy,gold,3200,3200,3200,1
бутерброд [iii] - 7 дней - 6шт (3./шт),sell,gold,500,500,500,1
бутерброд [lll] - 7 дней,buy,gold,3200,3200,3200,1
бутерброд[iii] на 24 часа,buy,cookie,1,1,1,1
бутерброд[iii] на 7 дней,buy,cookie,6,6,6,1
быстрые пальцы [ii] +,sell,gold,12400,12400,12400,1
внешний вид 1 наследник севера,sell,cookie,90,90,90,1
внешний вид воины севера (орки),buy,cookie,80,80,80,1
внешний вид: наследник севера (2шт) - к,sell,cookie,90,90,90,1
водоросли - 78шт-1шт/,sell,gold,6,6,6,1
возможна оплата печенька и по курсу =,sell,gold,400,400,400,1
гладиус метели [iii+] +2,sell,gold,6000,6000,6000,1
грубый металл: 325 шт ( за шт. или 2 000 за все 325),buy,gold,5,5,5,1
деликатесное,sell,gold,50,50,50,1
деревянный меч,buy,cookie,1,1,1,1
деревянный меч,sell,cookie,50,50,50,1
"деревянный меч [i] - (печенек,печей,печи,печенья,печений).",sell,cookie,3,3,3,1
доспех: steel armor [ii] +4 (15/43),sell,gold,4400,4400,4400,1
древнее кольцо крови 1 шт.,buy,gold,200,200,200,1
древнее кровавое ожерелье 2 шт. - за 1 шт.,buy,gold,400,400,400,1
древние кровавые сапоги 1 шт.,buy,gold,200,200,200,1
древний кровавый нагрудник 2 шт. - за 1 шт.,buy,gold,300,300,300,1
древняя секира крови 1 шт.,buy,gold,250,250,250,1
дуб - - 6шт,sell,gold,25,25,25,1
дуб - - 8шт,sell,gold,25,25,25,1
дуб - /шт.,buy,gold,18,18,18,1
дуб - 3шт ( за шт),sell,gold,18,18,18,1
дуб - 6шт,sell,gold,25,25,25,1
за взятие всех 20шт потрошителей за цену в - мойличный ксел т4 в подарок в конце месяца,sell,cookie,250,250,250,1
зелье [ii] +2 инт. (1 ч),sell,gold,100,100,100,1
зелье здоровья 25% зелье здоровья 50%,sell,gold,25,25,25,1
зелье очищения камня [iv] /140к(предлы в лс),sell,cookie,360,360,360,1
знак кулинара /шт - 4 шт.,sell,gold,2500,2500,2500,1
знак кулинара 4шт - /шт (обмен 2шт на зелье очищения камня [lll]),sell,gold,3500,3500,3500,1
инкрустированный пояс [i] новый,buy,gold,5000,5000,5000,1
к.сталь,sell,gold,10,10,10,1
"каплевидный щит метели [iii+] = 4,",buy,gold,500,500,500,1
карбарасов - /шт.,buy,gold,35,35,35,1
карбарась (5 шт),sell,gold,70,70,70,1
карбарась - /шт (требуется 50 штук),buy,gold,60,60,60,1
карбарась - 53шт,sell,gold,70,70,70,1
карбарась - 6шт (за шт),sell,gold,35,35,35,1
карбарась - 86шт (/шт),sell,gold,100,100,100,1
карбарась -/80шт,sell,gold,75,75,75,1
карбарась 2шт(-шт),sell,gold,50,50,50,1
карбарась 319,sell,gold,24244,24244,24244,1
карма - 14шт,sell,gold,100,100,100,1
клевец пурги [iii+] - 4.,sell,gold,500,500,500,1
кованая сталь - 12шт,sell,gold,20,20,20,1
кованая сталь - 7шт,sell,gold,20,20,20,1
кованная сталь (за штуку),buy,gold,6,6,6,1
кованная сталь - (надо 10шт),buy,gold,10,10,10,1
кожа - (надо 18шт),buy,gold,15,15,15,1
кожа - /шт(до 50шт),buy,gold,28,28,28,1
кожа - 6шт,sell,gold,25,25,25,1
кожа 1шт/,sell,gold,25,25,25,1
кожа-(250шт),buy,gold,25,25,25,1
кожу 31 штуку ( за штуку),buy,gold,20,20,20,1
кожу-/шт,buy,gold,20,20,20,1
кольцо аида,sell,cookie,200,200,200,1
кольцо ареса [iv],sell,gold,45000,45000,45000,1
кольцо ареса [iv] (45/45),sell,cookie,100,100,100,1
кольцо гелиоса [lv],sell,cookie,150,150,150,1
кольцо гелиоса[iv]80к/,sell,cookie,200,200,200,1
кольцо торквемады [iv],sell,gold,66000,66000,66000,1
кольцо: protection of stone [ii] +1 (34/39),sell,gold,2400,2400,2400,1
комплимент - 1/шт,buy,gold,50,50,50,1
комплименты -/шт,sell,gold,50,50,50,1
комплимент– 1 шт/,buy,gold,40,40,40,1
корка хлеба [ii] - 24ч - 5шт,sell,gold,640,640,640,1
корона [i] +1 (7/100),sell,cookie,100,100,100,1
кость - /шт.,buy,gold,18,18,18,1
кость - 25шт,sell,gold,20,20,20,1
кость - 469шт-1шт/,sell,gold,6,6,6,1
кость - 4шт,sell,gold,15,15,15,1
кость - 97шт - /шт (оптом /шт),sell,gold,20,20,20,1
"крушитель (ii), 65/65 - ;",sell,gold,850,850,850,1
крылья [i] +1 (57/60) - /50печ,sell,gold,17000,17000,17000,1
крылья [i] - 15.,sell,gold,500,500,500,1
кселы,sell,cookie,75,75,75,1
куплю любые рецы т/шт,buy,gold,2300,2300,2300,1
кусок мяса - /,buy,gold,60,60,60,1
кусок мяса - /шт (требуется 50 штук),buy,gold,60,60,60,1
кусок мяса - /шт.,buy,gold,40,40,40,1
кусок мясо,buy,gold,70,70,70,1
ледяная маска жреца [iii+] +3 (26/39),sell,gold,4500,4500,4500,1
ледяная печать жреца [iii+] +5,sell,gold,9000,9000,9000,1
ледяная удача кощара [ивент] - 15 шт =,buy,gold,1200,1200,1200,1
ледяная удача кощара [ивент] - 16шт,sell,gold,900,900,900,1
ледяное кольцо провидца [iii+],buy,gold,3250,3250,3250,1
ледяной перстень провидца,sell,gold,4500,4500,4500,1
ледяные ботинки жреца [iii+] +5,buy,gold,12000,12000,12000,1
ледяные наручи жреца [iii+] +3,sell,gold,6000,6000,6000,1
ледяные наручи провидца [iii+] +3,sell,gold,6000,6000,6000,1
летние очки[ивент]+7,sell,cookie,1500,1500,1500,1
личные кселы,sell,cookie,60,60,60,1
личный ремкомплект - /,sell,gold,5500,5500,5500,1
личный ремкомплект 1шт,sell,gold,3500,3500,3500,1
личный свиток кселеса (т3+) - 4шт - /шт. и -10% за неудачу,sell,cookie,60,60,60,1
личный свиток кселеса 1шт - удача/неудача,sell,cookie,53,53,53,1
личный свиток кселеса [lll+] неудача/удача,sell,cookie,45,45,45,1
личный свиток кселеса т4 - 4шт,sell,gold,22000,22000,22000,1
личный свиток кселеса[iv] 5шт,sell,cookie,300,300,300,1
лук подмастерья [ii] - 5шт (/шт),sell,gold,400,400,400,1
луковый суп [i],buy,gold,800,800,800,1
луковый суп [i] - /шт ( 1 шт ),sell,gold,740,740,740,1
луковый суп или,sell,gold,600,600,600,1
массивный панцирь[ii],buy,gold,3000,3000,3000,1
материал материи [iii+] .,sell,gold,650,650,650,1
материал материи [lll+] 1шт,buy,gold,800,800,800,1
материя [ii] 400з//шт,sell,cookie,1,1,1,1
материя [ii] или материал материи - 400/,buy,gold,350,350,350,1
материя [iii+] - 4шт (1./шт),sell,gold,800,800,800,1
материя [iii] - 10шт - 1./шт,sell,gold,100,100,100,1
материя [iv] - /шт - 10 шт.,sell,gold,7000,7000,7000,1
материя [ll] 14шт - /шт (или материал по /шт),buy,gold,300,300,300,1
материя т2 по (40),sell,gold,300,300,300,1
медь - /шт.,buy,gold,18,18,18,1
медь - 19шт,sell,gold,25,25,25,1
медь - 20шт,sell,gold,25,25,25,1
медь - 5шт,sell,gold,25,25,25,1
медь 166шт - /шт (оптом по /шт),sell,gold,22,22,22,1
мешок с ресурсами [iv],sell,gold,250,250,250,1
мешок с ресурсами [|] ( за штуку),buy,gold,25,25,25,1
мешок с ресурсами–1 шт/,sell,gold,20,20,20,1
миледокунь,sell,gold,30,30,30,1
миледокунь (6 шт),sell,gold,35,35,35,1
милиокуни-/шт,sell,gold,50,50,50,1
мотыга мастера,buy,gold,500,500,500,1
мраморное мясо,sell,gold,450,450,450,1
мясо /шт (14 шт),sell,gold,70,70,70,1
мясо 2шт до,buy,gold,60,60,60,1
на все /1шт,sell,gold,750,750,750,1
на т3+ сокланам,sell,gold,500,500,500,1
неудача,sell,gold,15000,15000,15000,1
обожженные философские камни -/шт,buy,gold,500,500,500,1
обожженный философский камень,sell,gold,300,300,300,1
общая сумма,sell,gold,48347,48347,48347,1
обычный,sell,gold,75,75,75,1
обычный=,sell,gold,75,75,75,1
олово - (надо 10шт),buy,gold,10,10,10,1
олово - /шт много,buy,gold,20,20,20,1
олово - 20шт,sell,gold,18,18,18,1
олово - 2шт ( за шт),sell,gold,21,21,21,1
олово - 6шт,sell,gold,18,18,18,1
оружие: клевец пробоин [ii] +3 (18/35),sell,gold,1600,1600,1600,1
острое лечо [i] - /шт ( 2 шт ),sell,gold,740,740,740,1
острое лечо [i] - 10шт |,sell,gold,800,800,800,1
пастуший хлеб [i] - /шт ( 8 шт ),sell,gold,820,820,820,1
пастуший хлеб печи или,sell,gold,600,600,600,1
перчатки: leather gloves [ii] +1 (18/39),sell,gold,2000,2000,2000,1
"печенье, печи крылья [i]",buy,gold,360,360,360,1
пинта эля,buy,gold,80,80,80,1
последний шанс ii - 1.,sell,gold,500,500,500,1
последний шанс iii - 3.,sell,gold,500,500,500,1
походная каска [ii] - .,buy,gold,1650,1650,1650,1
починю вашу экипировку личной ремкой,sell,gold,3000,3000,3000,1
починю вашу экипировку личным ремкомплектом,sell,gold,3000,3000,3000,1
продам 2 рецепта массивного панцира - за шт.,sell,gold,850,850,850,1
продам 5 личных кселов через кх,sell,gold,135000,135000,135000,1
"продам рецепт "" массивный панцирь "" ( 2шт. ) - за штуку",sell,gold,640,640,640,1
"продам рецепт "" массивный панцирь"" (2 шт.)",sell,gold,420,420,420,1
продам рецепт массивного панцира 1 шт.,sell,gold,510,510,510,1
продам рецепт тяжелая кольчуга - 1000з/,sell,cookie,3,3,3,1
редкий=,sell,gold,40,40,40,1
ремкомплект - /,sell,gold,10000,10000,10000,1
ремкомплект по (с залогом),buy,gold,3500,3500,3500,1
ремкомплекты - 7. (можно почтой на avs),buy,gold,500,500,500,1
рецепт - быстрые пальцы - 1шт,sell,gold,250,250,250,1
рецепт - быстрые пальцы-[||],sell,gold,300,300,300,1
рецепт [ii] походная каска = ;,buy,gold,400,400,400,1
